"Area","Menu","Page","URL","Type","Cards","Table Columns","Inputs","View / Detail","Actions","Notes"
"Laporan","Kebutuhan Barang","Kebutuhan Barang","/report-need-for-goods","Report","—","#, Kode, Tanggal, Sales / Customer / Produk / Brand, Pembuat, Status, # | #, Nama Barang, Kebutuhan Qty, Sisa Stok Saat Ini, Selisih, Qty Order, Harga (Rp), Total Kebutuhan (Rp), Total Selisih + (Rp), Total Selisih - (Rp), Total Qty Order (Rp), Catatan, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga","Catatan","Modal Detail via AJAX (ajaxDetail('130','modal-lg');)","Riwayat, Process, Lihat, Hide",""""""
"Laporan","Laporan BusDev","Follow Up Pelanggan","/report-follow-up-customer","Report","0 Total Follow Up; 0 Follow Up Sukses; 0 Follow Up Gagal; 0 Terbanyak","—","BusDev:, Periode: *","—","—",""""""
"Laporan","Laporan BusDev","Buku Tamu","/report-guest-book","Report","Total Tamu 102 Pada periode ini; Rata-rata / Hari 3.4 Tamu per hari; Perusahaan 2 Perusahaan unik; Tamu Terbanyak 1 N Aristya","No, Tanggal, Waktu, Nama, Telepon, Email, Alamat, Perusahaan, Tujuan, Bertemu, BusDev","BusDev:, Periode: *","—","—",""""""
"Laporan","Laporan Keuangan","Budget vs Actual","/budget-vs-actual","Variance Analysis Report","Total Budget YTD, Total Actual YTD, Variance %, Top Expense Variance","Department, Account Code, Account Name, Budget YTD, Actual YTD, Variance (Rp), Variance (%), Status (Favorable / Unfavorable), #","Filter Department, Filter Periode Date Range Custom","Drill-down dari angka Actual ke baris transaksi Jurnal Umum dan Faktur terkait","Filter, Export Excel, Drill Down Transaksi","Highlight otomatis jika pengeluaran melebihi batas anggaran yang ditetapkan"
"Laporan","Laporan Keuangan","Cost Variance","/cost-variance","Variance Investigation Report","Rata-rata Material Price Variance, Material Usage Variance, Total Scrap Cost","Job Order No, Product, Standard Cost, Actual Cost, Material Price Variance, Material Usage Variance, Labor Variance, Total Variance (%), #","Filter Job Order, Threshold Variance Filter (misal tampilkan yang >10%)","Breakdown per bahan kimia & kemasan: Standar BOM vs Realisasi Timbang/Mixing Produksi","Filter, Flag for Investigation, Export Excel","Highlight otomatis baris dengan varians merah (>10%) untuk investigasi tim R&D/Produksi"
"Laporan","Laporan Keuangan","Product / Customer Profitability","/product-customer-profitability","Profitability Matrix & Chart","Top Profitable Customer, Top Profitable Product, Rata-rata Gross Margin Maklon (%)","Customer / Brand, Product Name, Total Revenue, Total COGS, Gross Margin (Rp), Margin (%), Ranking, #","Filter Customer, Date Range Picker Custom*","Grafik Scatter Plot & Ranking Bar Chart kontribusi margin per brand client maklon","Filter, Export Excel, Drill Down ke Kontrak SO","Menghitung margin riil kontrak maklon setelah memperhitungkan biaya bahan, upah pabrik, dan kemasan"
"Laporan","Laporan Keuangan","AP Aging Report","/report-ap-aging","Report / Aging Matrix","Saldo Bank Saat Ini (Navbar/Header), Total Outstanding, Jatuh Tempo H-3 (Merah), Jatuh Tempo H-7 (Kuning), Overdue (Bold + Animasi)","Vendor, Invoice No, Invoice Date, Deadline, Status Jatuh Tempo (H-3 Merah / H-7 Kuning / Overdue Bold Pulse), Days Overdue, Amount, Bucket, #","Filter Vendor, Filter Periode (Date Range Picker Custom), Filter Bucket","Drill-down ke invoice detail. Color coding: H-3 merah, H-7 kuning, Lewat jatuh tempo teks bold + sedikit efek bouncy/pulse halus","Filter, Export Excel, Drill Down ke Faktur","Navbar menampilkan real-time Saldo Bank aktif saat ini agar user langsung bisa bandingkan kewajiban AP vs uang kas tersedia | Poin 10-12: Pewarnaan H-3 merah, H-7 kuning, overdue bold + bouncy/animasi. Card ringkasan H-3 dan H-7. Saldo bank real-time di navbar"
"Laporan","Laporan Keuangan","AR Aging Report","/report-ar-aging","Report / Aging Matrix","Total Outstanding AR, Overdue AR, Piutang Lancar","Customer, Invoice No, Invoice Date, Due Date, Days Overdue, Amount, Bucket (Current, 1-30, 31-60, 61-90, >90), #","Filter Customer, Date Range Picker Custom*, Filter Bucket","Drill down ke rincian faktur penjualan dan detail kontrak maklon","Filter, Export Excel, Drill Down","Cross-module visibility: Ringkasan AR Aging per client otomatis tampil di widget dashboard Laporan BusDev | Poin 17: AR Aging terintegrasi dan wajib muncul juga di modul BusDev (dashboard & laporan BusDev)"
"Laporan","Laporan Keuangan","Neraca","/report-balance-sheet","Report","Total Aset, Total Liabilitas, Total Ekuitas, Balance Check Banner (Aset = Liabilitas + Ekuitas)","Hierarkis Description / Saldo (Aset Lancar, Kas & Bank, Piutang, Persediaan, Aset Tetap, Liabilitas Jangka Pendek/Panjang, Ekuitas)","Per Tanggal Cut-Off (Date Picker Custom)*, Toggle Komparasi","Modal Detail via AJAX (ajaxDetail(2, 'modal-xl'))","Filter, Export Excel, Print Neraca","Banner validasi keseimbangan neraca otomatis mendeteksi jika ada ketidakseimbangan (unbalanced)"
"Laporan","Laporan Keuangan","Cash Flow Statement","/report-cash-flow","Cash Flow Statement","Arus Kas Masuk Operasional, Arus Kas Keluar Investasi & Pendanaan, Saldo Kas Bersih Akhir","Aktivitas Operasional (Penerimaan Pelanggan, Pembayaran Vendor, Biaya Operasional) | Aktivitas Investasi (Pembelian/Penjualan Aset Tetap) | Aktivitas Pendanaan (Modal, Pinjaman Bank) | Kenaikan/Penurunan Bersih Kas | Saldo Awal Kas | Saldo Akhir Kas","Periode Date Range Custom*","Drill down ke rincian Kas Bank Masuk dan Kas Bank Keluar","Filter, Export Excel, Print Arus Kas","Menggunakan data riil Kas Bank Masuk / Keluar yang telah terekonsiliasi"
"Laporan","Laporan Keuangan","Buku Besar","/report-general-ledger","Report","Opening Balance, Total Debit, Total Credit, Closing Balance (per akun yang dipilih)","Kode CoA, Nama CoA, Opening, Debet, Kredit, Perubahan, Saldo","Filter Periode (Date Range Picker Custom Bebas Lintas Bulan)*, Filter Account COA","Drill-down dari baris -> buka Journal Entry asli -> buka Source Document (Faktur Pembelian/Penjualan/dll)","Filter, Export Excel, Print, Drill Down","Format hierarkis per grup akun mengikuti struktur parent-child COA di 1.1 | Poin 31: Ditambahkan filter periode custom date range"
"Laporan","Laporan Keuangan","Laba Rugi","/report-profit-loss","Report","Total Pendapatan, Laba Operasional Bersih, Laba Kotor, Total Beban HPP, Total Laba Rugi Bersih","Format Tabel Gabungan ERP Lama (G-SERP): Description Indented Hierarkis | Saldo Berjalan | Struktur Kolom Mengikuti ERP Baru","Filter Periode (Date Range Picker Custom Bebas Lintas Bulan)*, Toggle Komparasi","Modal Detail via AJAX (ajaxDetail(83, 'modal-xl'))","Filter, Export Excel, Print Laporan","Format hierarkis gaya ERP lama dipertahankan untuk ringkasan utama; breakdown per departemen menggunakan kolom terpisah | Poin 31-34: Filter periode custom. Tambahkan card total Laba Rugi. POSISI CARD DITUKAR: Total Beban HPP dan Laba Operasional Bersih. Format tabel gabungan seperti ERP lama (G-SERP) dengan kolom struktur ERP baru"
"Laporan","Laporan Keuangan","Report Penjualan","/report-sales-summary","Sales Financial Summary Report","Total Penjualan Periode Ini, Total Pembayaran Diterima, Total Outstanding AR","Customer, Contract Type, Jumlah Invoice, Total Amount, Total Diterima, Outstanding, #","Periode Date Range Custom*, Filter Customer (search-select), Filter Contract Type (Jasa Maklon / Jual Putus)","Drill-down per customer menampilkan rincian Faktur Penjualan, DP, dan Penerimaan Pembayaran","Filter, Export Excel, Print Rekap Penjualan","Halaman rekap terpisah dari transaksi Bayar Penjualan, memudahkan rekonsiliasi omzet dan piutang maklon"
"Laporan","Laporan Keuangan","Neraca Saldo","/report-trial-balance","Report","Total Debit Saldo Awal, Total Kredit Saldo Awal, Total Mutasi Debit, Total Mutasi Kredit, Total Saldo Akhir, Balance Status (MATCH)","Kode Akun, Nama Akun, Saldo Awal (Dr/Cr), Mutasi Periode (Dr/Cr), Saldo Akhir (Dr/Cr)","Periode Date Range Custom*","Modal Detail via AJAX (ajaxDetail(7, 'modal-xl'))","Filter, Export Excel, Print","Mendeteksi selisih angka pembukuan sebelum tutup buku bulanan"
"Laporan","Laporan Persediaan","Report Penerimaan Barang","/report-goods-receipt","Report / Goods Receipt Ledger","Total Barang Diterima, Total Barang Kondisi Bagus, Total Barang Cacat / Reject, Total Barang Gratis (Free)","#, No. Penerimaan (GR), Tanggal Masuk, No. PO, Supplier, Kode Barang, Nama Barang, Jumlah Diterima, Jumlah Bagus, Jumlah Cacat / Reject, Jumlah Gratis (Free), Keterangan / Tindak Lanjut Reject, #","Filter Supplier (search-select), Filter Jenis Bahan (Bahan Baku/Primer/Sekunder/Pembantu), Filter Periode (Date Range Picker Custom)*, Search Detail","[Detail Report Penerimaan] Rekapitulasi fisik vs PO: Barang Bagus (layak bayar), Barang Reject (klaim retur / debit note supplier), Barang Free (tanpa tagihan AP)","Filter, Export Excel, Print Laporan Penerimaan Barang","Poin 64: Modul baru Report Penerimaan Barang dengan format mirip modul Pembelian ditambah kolom jumlah diterima, jumlah reject, jumlah bagus, dan jumlah gratis (free)"
"Laporan","Laporan Persediaan","Mutasi Barang","/report-mutation-goods","Report","—","—","Gudang: *, Barang:, Periode: *","—","—",""""""
"Laporan","Laporan Persediaan","Stok","/report-stock","Report","—","—","Gudang: *, Tampilkan:, Lokasi Barang","—","—",""""""
"Laporan","Laporan Persediaan","Stok Valuation","/report-stock-valuation","Report","—","—","Gudang: *, Tampilkan:, Lokasi Barang","—","—",""""""
"Pengaturan","Akun Saya","Akun Saya","/account","Form","—","—","Nama * Nama lengkap, Email * Email address, Nomor Telepon Kontak, Tanda Tangan Digital signature, Upload Foto Profile picture, Pilih file foto, Kata Sandi Baru New password, Konfirmasi Kata Sandi Confirm password","—","Batal, Simpan Perubahan",""""""
"Pengaturan","Catatan Aktifitas","Catatan Aktifitas","/activity-log","List","—","#, Waktu, Pengguna, Modul, Aksi, Deskripsi, IP Address, #","Periode: *, Pengguna:, Aksi:","Modal Detail via AJAX (ajaxDetail('17546','modal-lg');)","Lihat",""""""
